content_id,title,channel,publish_date,views,clicks,utm_source,utm_medium,utm_campaign
CNT-01328,Blog piece #1328,blog,2024-04-12,10122,467,blog,content,cmp_003
CNT-01329,Podcast piece #1329,podcast,2025-05-31,25355,317,podcast,audio,
CNT-01330,Newsletter piece #1330,newsletter,2024-06-21,9116,497,newsletter,email,cmp_030
CNT-01331,Twitter piece #1331,twitter,2024-09-06,14875,629,twitter,social,cmp_002
CNT-01332,Twitter piece #1332,twitter,2024-11-30,23697,1301,twitter,social,cmp_017
CNT-01333,Blog piece #1333,blog,2025-05-02,11117,473,blog,content,
CNT-01334,Newsletter piece #1334,newsletter,2024-04-02,5853,288,newsletter,email,cmp_030
CNT-01335,Podcast piece #1335,podcast,2024-03-07,9589,434,podcast,audio,cmp_027
CNT-01336,Twitter piece #1336,twitter,2024-08-16,6492,139,twitter,social,cmp_017
CNT-01337,Blog piece #1337,blog,2024-07-11,5939,161,blog,content,
CNT-01338,Podcast piece #1338,podcast,2024-01-02,10531,254,podcast,audio,cmp_027
CNT-01339,Newsletter piece #1339,newsletter,2024-11-23,9143,517,newsletter,email,
CNT-01340,Podcast piece #1340,podcast,2024-08-15,50,0,,audio,
CNT-01341,Instagram piece #1341,instagram,2024-05-28,26472,513,instagram,social,cmp_010
CNT-01342,Twitter piece #1342,twitter,2024-02-05,6472,253,twitter,social,
CNT-01343,Youtube piece #1343,youtube,2024-10-07,87269,2868,youtube,video,cmp_028
CNT-01344,Newsletter piece #1344,newsletter,2024-03-01,7851,463,newsletter,email,
CNT-01345,Twitter piece #1345,twitter,2024-08-18,11274,597,twitter,social,cmp_019
CNT-01346,Instagram piece #1346,instagram,2024-06-12,17870,1063,instagram,social,cmp_013
CNT-01347,Instagram piece #1347,instagram,2025-02-04,9471,215,instagram,social,cmp_022
CNT-01348,Newsletter piece #1348,newsletter,2024-04-09,11718,173,newsletter,email,
CNT-01349,Youtube piece #1349,youtube,2024-11-07,29427,445,youtube,video,cmp_011
CNT-01350,Twitter piece #1350,twitter,2024-08-11,13135,654,twitter,social,
CNT-01351,Instagram piece #1351,instagram,2024-04-14,4830,75,instagram,social,cmp_009
CNT-01352,Youtube piece #1352,youtube,2024-04-08,50,1,youtube,video,
CNT-01353,Youtube piece #1353,youtube,2025-06-11,23727,1386,youtube,video,cmp_004
CNT-01354,Youtube piece #1354,youtube,2024-09-03,15682,448,youtube,video,
CNT-01355,Twitter piece #1355,twitter,2025-01-19,15580,668,twitter,social,cmp_019
CNT-01356,Instagram piece #1356,instagram,2025-03-31,50,1,instagram,social,cmp_013
CNT-01357,Blog piece #1357,blog,2025-06-05,6750,400,blog,content,
CNT-01358,Youtube piece #1358,youtube,2024-07-04,80455,2249,youtube,video,
CNT-01359,Instagram piece #1359,instagram,2024-05-08,25878,1430,instagram,social,cmp_007
CNT-01360,Newsletter piece #1360,newsletter,2025-06-26,9017,301,newsletter,email,
CNT-01361,Blog piece #1361,blog,2024-05-07,6054,255,blog,content,
CNT-01362,Blog piece #1362,blog,2024-07-03,3545,29,blog,content,cmp_001
CNT-01363,Twitter piece #1363,twitter,2024-07-30,10227,218,twitter,social,cmp_002
CNT-01364,Podcast piece #1364,podcast,2024-11-01,11840,318,podcast,audio,cmp_005
CNT-01365,Twitter piece #1365,twitter,2024-11-03,28658,1577,twitter,social,cmp_015
CNT-01366,Podcast piece #1366,podcast,2025-05-17,21215,936,podcast,audio,
CNT-01367,Instagram piece #1367,instagram,2025-06-06,23504,1189,instagram,social,cmp_010
CNT-01368,Twitter piece #1368,twitter,2024-05-17,15183,596,twitter,social,cmp_015
CNT-01369,Blog piece #1369,blog,2025-03-08,8466,235,blog,content,cmp_001
CNT-01370,Instagram piece #1370,instagram,2025-03-11,26561,1511,instagram,social,cmp_010
